text,intent,language
I2A3d2ugOcFzZQM1V88A5UCcfpAb36kqMP4Qj7t2RHX8tc8t45xGEY73,No Intent,unknown
2269835,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
unknown:Farewell!,goodbye,unknown
I6zxxI6IHKbNEnOUpULh9w,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Bis wir uns wiedersehen!,goodbye,de
She sells seashells by the seashore.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"In a while, crocodile!",goodbye,en
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
3qtKidEMfte12bU46nrYXoJHwjPgd63IPHr84hOSwwLt0HdG20qFpmouY2ZHFvzKbBB16hoNlh5GduAO3gUAGFOkM60y,No Intent,unknown
Do you have the time handy?,get_time,en
6115235547888,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
5149977951,No Intent,unknown
unknown:Till we meet again!,goodbye,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
654407999,No Intent,unknown
4896221282,No Intent,unknown
unknown:Cheers!,goodbye,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Будь здоров!,goodbye,ru
aAIA9AGZB6C7RVavRyN8RU9dge0HK1ZhFilOz,No Intent,unknown
7446604,No Intent,unknown
476819343038,No Intent,unknown
"Не знаете ли вы, какое сегодня число?",get_date,ru
Bis später!,goodbye,de
0493452331,No Intent,unknown
023543491574018894,No Intent,unknown
vh2Vx2leg3qrUgMwCXOWbP2E2Xv03Jtx4VHgzjtweMNH8hASf,No Intent,unknown
Guten Abend!,greet,de
"Schön, dich kennenzulernen!",greet,de
579225629249,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
srvG34aK4KlLC0qCZ7QQjO3sNp9Ch4yp72I5ZThyXlMlSIsFVsvg2odb9w5wczNLeViAZAPUztINvRT,No Intent,unknown
"Привет, как ваша неделя проходит?",greet,ru
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
What's the date as per your calendar today?,get_date,en
Could you please provide me with today's date?,get_date,en
28909585175,No Intent,unknown
unknown:What's today's date looking like?,get_date,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
M9rn3WFfNpfJTBbFkhmznauKbug1isIqYtqkbQSwPO8N2rPYW7K7DEA0APchxx3sFDhsSL6lU9B4G,No Intent,unknown
188704656318823,No Intent,unknown
Mach's locker!,goodbye,en
Can you clue me in on the time right now?,get_time,en
"To be or not to be, that is the question.",No Intent,unknown
gA9WB1KGb0o6ey8xcp6DRgtInsOboNsxD2h98FYAbCGpniNoBc6rRL544qFaEb0l,No Intent,unknown
Рад вас видеть!,greet,ru
3122088,No Intent,unknown
vGci5zqm4uol7zR6Gjjse8ZGNTXxnEk3TXoV,No Intent,unknown
myz26cAUa778vMvN8dD6jOdVf2rXD6vaz7uNELCF4oQJ8jKjNaCU5tcFHLfZOp0TGg4yKGz,No Intent,unknown
582442299197430,No Intent,unknown
36296844313,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Можете ли вы сообщить мне текущее время?,get_time,ru
Care to share today's date with me?,get_date,en
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Wie sieht das Datum auf Ihrem Kalender für heute aus?,get_date,de
wn7qElYzq4Rkqji9tv7rEyhUyk0mNwj,No Intent,unknown
0157516821620,No Intent,unknown
Хотите поделиться сегодняшней датой со мной?,get_date,ru
Wie sieht das Datum für heute aus?,get_date,de
"Привет, что нового?",greet,ru
Здравствуйте!,greet,ru
Сохраняйте веру!,goodbye,ru
7950898655712913674,No Intent,unknown
How are things with you?,greet,en
unknown:How's your day been so far?,greet,unknown
Будь здоров!,goodbye,ru
Darf ich Sie nach der Uhrzeit fragen?,get_time,de
"Извините, вы не могли бы сказать мне текущее время?",get_time,ru
unknown:See you soon!,goodbye,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
52858329614,No Intent,unknown
FCVAUIKCfN5KAHFmrwu4sUIB2959X7gqI2b5wgNliY8Kf0AsDU1R0NA,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
7295185456110,No Intent,unknown
Could you check and confirm today's date?,get_date,en
"Не могли бы вы сказать мне, который час сейчас?",get_time,ru
"Можете ли вы поделиться со мной временем, пожалуйста?",get_time,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Take care of yourself!,goodbye,en
844878263750254,No Intent,unknown
"До встречи, крокодил!",goodbye,ru
6DSGGcmZEjq4Jam2T0g45mD30Xu0u8OvIytSHkk3UDkADlgIPolAJymuML3qPkTEq,No Intent,unknown
0DgYe5w0R6Z0OoDg9cj8yu1a1c421ZWMMkX9ubCJhPLPros6v0UKzQHb7DVbnNmHS4JbsWvr608SyWEz07HI5fi,No Intent,unknown
What's the time looking like?,get_time,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
"Hey, how are you?",greet,en
What might the time be at the moment?,get_time,en
iyLlvXGUw8sUBthttuRAREnkT,No Intent,unknown
Might I inquire about the time?,get_time,en
299821836599316,No Intent,unknown
3089587136067,No Intent,unknown
Вы не могли бы сказать мне время?,get_time,ru
vh2Vx2leg3qrUgMwCXOWbP2E2Xv03Jtx4VHgzjtweMNH8hASf,No Intent,unknown
"Можете ли вы, пожалуйста, сообщить мне время?",get_time,ru
"To be or not to be, that is the question.",No Intent,unknown
"Können Sie mir sagen, wie spät es jetzt ist?",get_time,de
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
"unknown:Hi, how's your day?",greet,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"Можете ли вы уточнить, который час?",get_time,ru
"Можете ли вы рассказать мне время, пожалуйста?",get_time,ru
She sells seashells by the seashore.,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
OiWFfynuBrSPHT4rN5jPiNzHovsOgeek5i5O4FVSJ,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
Darf ich Sie nach der Uhrzeit fragen?,get_time,de
64793,No Intent,unknown
Any intel on today's date?,get_date,en
Darf ich Sie um die aktuelle Uhrzeit bitten?,get_time,de
"Können Sie mir sagen, wie spät es ist?",get_time,de
Есть ли у вас какие-либо идеи о сегодняшней дате?,get_date,ru
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
"Привет, как вам жизнь?",greet,ru
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
7950898655712913674,No Intent,unknown
Grüße!,greet,de
6726928341562040371,No Intent,unknown
See you around!,goodbye,en
Есть ли у вас какие-либо идеи о сегодняшней дате?,get_date,ru
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
unknown:Toodle-oo!,goodbye,unknown
4794214,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"Знаете ли вы, который час?",get_time,ru
What's the time according to your watch?,get_time,en
"To be or not to be, that is the question.",No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
291390605,No Intent,unknown
GJCzRyw1w2haQW2BM7TiPN7BpEa93AAhQFuixunYtdl80ir9mjUP6YC9pVKvDYFIEw0tuaZKQ0JH3Poh0U,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
JrwHNh4rpRr4B1wqTgiU6POR6jlCiVZNVcUqNN,No Intent,unknown
Можете ли вы помочь мне и сообщить сегодняшнюю дату?,get_date,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
OJOFFHfmYHM8yygCRgpCUKuQcovdP5xJBPAzS04eaQ51r2O6lTmEhV625DOKStmqlOc42Oa1SV7d,No Intent,unknown
unknown:Адьос!,goodbye,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
unknown:Покедова!,goodbye,unknown
Доброе утро!,greet,ru
What's the date as per your calendar today?,get_date,en
Какова дата по вашему календарю сегодня?,get_date,ru
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
6115235547888,No Intent,unknown
Есть ли обновления о сегодняшней дате?,get_date,ru
Haben Sie gerade die Uhrzeit parat?,get_time,de
Будь здоров!,goodbye,ru
"To be or not to be, that is the question.",No Intent,unknown
Could you please provide me with today's date?,get_date,en
unknown:Prost!,goodbye,unknown
Könnten Sie mir bitte das heutige Datum angeben?,get_date,de
May I ask for the current time from you?,get_time,en
"Hallo, nett dich kennenzulernen!",greet,de
tsc7LtKsi1SDgDW0Cgm79TstuohV50TbcHSkGR,No Intent,unknown
Mind filling me in on today's date?,get_date,en
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
36296844313,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
7446604,No Intent,unknown
816027111160061,No Intent,unknown
Который час по вашему времени?,get_time,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
JYYivhxdoppCxWmMcS22,No Intent,unknown
Mind letting me know what the date is today?,get_date,en
Wie sieht es mit der Uhrzeit aus?,get_time,de
796312565,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
unknown:Adios!,goodbye,unknown
4051985650806,No Intent,unknown
eFc5pNcuXCNaS0f8vFI6SVoL1uvFzcy0QWoWT7MHm9Xi3yCB2LrUVuuHexI6VqQXZE,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
unknown:Cheers!,goodbye,unknown
Прощай!,goodbye,ru
QbnBjy4hZwOUuEoYgrWK,No Intent,unknown
SZYSTtCRS6uB8BOZRI1wOULXYXhAmzdKZjGrzAcaitEYgI7k6cDEjRgbitztqyygrJReFrPZ0wmxtEBOTXEOk,No Intent,unknown
Haben Sie das Datum für heute zur Hand?,get_date,de
Могу я узнать текущее время у вас?,get_time,ru
6726928341562040371,No Intent,unknown
Could you inform me of the current time?,get_time,en
698237116874,No Intent,unknown
"unknown:Привет, как ваши дела?",greet,unknown
t893dhTuseISOb1pITbOvIxSorOn76w6llXdBQPfMYAQxYJSboNYxy2JHlwiG0GtbGLHrlqrElKYqZxGGH9GXoO65t61m2pSKb,No Intent,unknown
Could you please inform me of the time?,get_time,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
0IMepNCpbS58hqZqFw5iOmkcrrs40,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Можете ли вы сказать мне сегодняшнюю дату?,get_date,ru
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
Добрый вечер!,greet,ru
Каково время в данный момент?,get_time,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
Be well!,goodbye,de
Behalte den Glauben!,goodbye,de
The quick brown fox jumps over the lazy dog.,No Intent,unknown
96408,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
809380666363327,No Intent,unknown
"Hey, how's your week been?",greet,en
Könnten Sie das heutige Datum überprüfen und bestätigen?,get_date,de
Рад вас видеть!,greet,ru
Не могли бы вы сказать мне сегодняшнюю дату?,get_date,ru
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Не могли бы вы просветить меня на сегодняшнюю дату?,get_date,ru
0493452331,No Intent,unknown
Might I ask for today's date?,get_date,en
DDikNeQcJZ6FygQAeUcc2Tv5X6qK,No Intent,unknown
38189925168865,No Intent,unknown
V9fzXrMJNi63gpD0IW5O2srNipW4QVSFG8enEnRMotGv4MWbnzk4ITL36Cqa7Wmpso1,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
293023523066379,No Intent,unknown
4898465463978,No Intent,unknown
SOXRLgwqIq4FVz3MMkFcQWxW5zakcJh3NayLzRC4nIw25r38VaBb5wJrDfC1Eu,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
Какова сегодняшняя дата по вашему календарю?,get_date,ru
All work and no play makes Jack a dull boy.,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
62513696186668,No Intent,unknown
Behalte den Glauben!,goodbye,de
"Знаете ли вы, который час?",get_time,ru
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
61183514165789789,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Until we meet again!,goodbye,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
YOMwFdxuSUZdnnNayS6Z8CW3CLLN7zbQR,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
"Schön, dich zu sehen!",greet,de
Was ist los?,greet,en
"Could you provide me with the current time, please?",get_time,en
2475055429,No Intent,unknown
Would you mind letting me know the time?,get_time,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
"What's the time, please?",get_time,en
Peace and love!,goodbye,en
Можете ли вы раскрыть сегодняшнюю дату мне?,get_date,ru
0531959,No Intent,unknown
Wie lautet der Datumstempel für heute?,get_date,de
"Haben Sie eine Idee, welches Datum heute ist?",get_date,de
Есть ли у вас какие-либо идеи о сегодняшней дате?,get_date,ru
What's happening?,greet,en
All the best!,goodbye,en
"Привет, что у вас нового?",greet,ru
Can you check the time for me?,get_time,en
Береги себя!,goodbye,ru
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Оставайтесь на связи!,goodbye,ru
7651575760607,No Intent,unknown
"Hi, how's life treating you?",greet,en
Wie sieht es gerade mit der Uhrzeit aus?,get_time,de
09035171586088227893,No Intent,unknown
JrwHNh4rpRr4B1wqTgiU6POR6jlCiVZNVcUqNN,No Intent,unknown
Mach's locker!,goodbye,en
Прощай!,goodbye,ru
Mind telling me the date for today?,get_date,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Könnten Sie mich bitte über die Uhrzeit informieren?,get_time,de
She sells seashells by the seashore.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Можете ли вы поделиться информацией о сегодняшней дате со мной?,get_date,ru
Gibt es Neuigkeiten über das heutige Datum?,get_date,de
Top of the morning to you!,greet,en
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
42404,No Intent,unknown
s6zIUNEomiAMHMqb0gN2KK2mJL452kcgXMunzwj1Rd4e47kMeEEDewnU74RczwIfON4oQ1Tu,No Intent,unknown
"Wissen Sie, wie spät es gerade ist?",get_time,de
Any idea about today's date?,get_date,en
HRmIY1GiT9GJ7Vjk8ytxiUPD9FqJFKIbsCgFgg9ILfbFg4k9d1aX9RajZWDhJGcYrAWKmFqPpjHdoAlg0NNwJ24YObTWcP3gvu,No Intent,unknown
4329744183,No Intent,unknown
HVULFoMMSlp2l7IdIAsUC6tH6dh2q88fj02yioKBGWLtm6Be9G99jMlEFURZBrFMRn0Hbi286gA8jJax86L,No Intent,unknown
9335555887,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
6071932391,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
6115235547888,No Intent,unknown
Do you have a second to tell me what time it is?,get_time,en
"Hey, wie läuft deine Woche?",greet,de
RcnzmnIXYEA81gKGJnMcjDEVduftgp59tTzKZgItOXYFVzo41of58LXtRDXhsf,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
6DSGGcmZEjq4Jam2T0g45mD30Xu0u8OvIytSHkk3UDkADlgIPolAJymuML3qPkTEq,No Intent,unknown
"Привет, как ваша неделя проходит?",greet,ru
Can you let me know what date it is today?,get_date,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"Привет, как ваша неделя проходит?",greet,ru
059652826,No Intent,unknown
Können Sie mir bitte die Uhrzeit mitteilen?,get_time,de
773805265189,No Intent,unknown
Auf Wiedersehen!,goodbye,de
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
Tschüssi!,goodbye,de
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
What's the current time on your watch?,get_time,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
J5uA23MNNYEv9oOQNpyTmXO5W,No Intent,unknown
"Entschuldigung, könnten Sie mir die aktuelle Uhrzeit sagen?",get_time,de
8903705,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Gibt es Neuigkeiten über das heutige Datum?,get_date,de
"Excuse me, do you have the time?",get_time,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Будь здоров!,goodbye,ru
Рад вас видеть!,greet,ru
0869552453697894,No Intent,unknown
Can you clue me in on the time right now?,get_time,en
1340118929,No Intent,unknown
VqxO1Y5S1PEQvZycldVEOKj1vtX0JSCfPh8SK44hdn6mX8VoUOxAbNWGlV64TFF6Jt63g,No Intent,unknown
"Könnten Sie mir sagen, wie spät es ist?",get_time,de
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Hallo, wie kommst du zurecht?",greet,de
"Können Sie mir sagen, wie spät es ist?",get_time,de
"To be or not to be, that is the question.",No Intent,unknown
Können Sie etwas Licht auf das heutige Datum werfen?,get_date,de
Könnten Sie mir bitte das heutige Datum mitteilen?,get_date,de
How's it going?,greet,en
SOXRLgwqIq4FVz3MMkFcQWxW5zakcJh3NayLzRC4nIw25r38VaBb5wJrDfC1Eu,No Intent,unknown
10037622,No Intent,unknown
Сохраняйте веру!,goodbye,ru
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
13vmtFgiRV5T0lEUPCAe1MfhJsxHdVGtA0JGsnTqD5ATFpm6,No Intent,unknown
unknown:Cheers!,goodbye,unknown
9052423247199,No Intent,unknown
Any idea what time it is right now?,get_time,en
RAjUpoHSpswaB12RKZJlfI9ydTK08ZBJHnywLP3H1Y8mB6xr3xJTo8t6oyYNbmZ0innsPO6rCJWjle8TUdidAuebAW,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
"Hi, how have you been?",greet,en
unknown:Адьос!,goodbye,unknown
Хорошего дня!,goodbye,ru
"Привет, приятно вас встретить!",greet,ru
Bye for now!,goodbye,en
All work and no play makes Jack a dull boy.,No Intent,unknown
83234,No Intent,unknown
"Könnten Sie mir bitte sagen, wie spät es ist?",get_time,de
unknown:Greetings!,greet,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Hey!,greet,en
"Можете ли вы поделиться со мной временем, пожалуйста?",get_time,ru
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
o3AE5sede5NH9thS44SqvGQfspSmuAMwZ,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
09zt9A9mG5nWgme1xpPqJxnx5c,No Intent,unknown
What's the date according to your calendar today?,get_date,en
unknown:Как обстоят дела с временем?,get_time,unknown
Mind sharing the time with me?,get_time,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
5061885,No Intent,unknown
Until we meet again!,goodbye,en
Не могли бы вы проинформировать меня о текущем времени?,get_time,ru
5061885,No Intent,unknown
Который час по вашим часам?,get_time,ru
Could you clue me in on today's date?,get_date,en
185349876494355128,No Intent,unknown
ECxhg4GCceVfks1awvwqbNn482An1H4sfiJO3nWX8vOcU2W5XZYd9FPvZm4fuHWz3ssq85Xm0Tdie7uzfvuTMQ7ZQ0AqJWAD,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
299821836599316,No Intent,unknown
Könnten Sie mir bitte das heutige Datum angeben?,get_date,de
Would you mind sharing today's date with me?,get_date,en
"To be or not to be, that is the question.",No Intent,unknown
Care to share today's date with me?,get_date,en
5061885,No Intent,unknown
What's the current time on your end?,get_time,en
GJCzRyw1w2haQW2BM7TiPN7BpEa93AAhQFuixunYtdl80ir9mjUP6YC9pVKvDYFIEw0tuaZKQ0JH3Poh0U,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
Would you kindly let me know the time?,get_time,en
PH8q3BVzzzPs5yY3uELXfmoPehomxHnQJDnyeVr,No Intent,unknown
"Через некоторое время, крокодил!",goodbye,ru
Any idea about today's date?,get_date,en
"Hey, was gibt's Neues?",greet,en
Легкой походки!,goodbye,ru
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Bis zur Unendlichkeit und noch weiter!,goodbye,de
The quick brown fox jumps over the lazy dog.,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
unknown:So long!,goodbye,unknown
Доброе утро!,greet,ru
5149977951,No Intent,unknown
unknown:Как ваши дела?,greet,unknown
JaoeRImR0RcQW0jPck9bOGLNdyJ4cEGQMr1f,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Что нового?,greet,ru
28909585175,No Intent,unknown
Top of the morning to you!,greet,en
Guten Morgen!,greet,de
61183514165789789,No Intent,unknown
34931976506789103,No Intent,unknown
Any chance you could tell me today's date?,get_date,en
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
87794623625494208,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Könnten Sie mir bitte das heutige Datum mitteilen?,get_date,de
gLrGNPF3QUB2n4iYaCP6Px53pRU4Ck148BonFOQNHFB9DlqBOKbXWpQvHQCyCcH8SMuva9ea2BhOD7BXlMRkdtlJUgRE,No Intent,unknown
Any chance you know what time it is?,get_time,en
Bis zur Unendlichkeit und noch weiter!,goodbye,de
Do you have the date at your fingertips for today?,get_date,en
All work and no play makes Jack a dull boy.,No Intent,unknown
До встречи!,goodbye,ru
V1JQtvHOK4n04Yy4QAJGRIsBfd7SuK6x8mblBnSuMZhbf0DBnH6JM,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
У вас есть сегодняшняя дата под рукой?,get_date,ru
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
6w5xG9poo4MAe2Nj7DeGokJvfxu5GOItgAdpHm2a,No Intent,unknown
"Hi, how's life treating you?",greet,en
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
unknown:Hiya!,greet,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"Извините, можно узнать, который час?",get_time,ru
2269835,No Intent,unknown
Nimm es leicht!,goodbye,de
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Bis bald!,goodbye,en
03236,No Intent,unknown
vGci5zqm4uol7zR6Gjjse8ZGNTXxnEk3TXoV,No Intent,unknown
unknown:Пока!,goodbye,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
6DSGGcmZEjq4Jam2T0g45mD30Xu0u8OvIytSHkk3UDkADlgIPolAJymuML3qPkTEq,No Intent,unknown
58658303876673266,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Wie sieht das Datum für heute aus?,get_date,de
unknown:Hallo!,greet,unknown
t893dhTuseISOb1pITbOvIxSorOn76w6llXdBQPfMYAQxYJSboNYxy2JHlwiG0GtbGLHrlqrElKYqZxGGH9GXoO65t61m2pSKb,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
agtVUht1eyvG8eD4exgU7XmQuXkmtxXqtSZr9jXYC5iRXIe1bFqSgWhWHHlcaVh4g9O5jFtZS,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
Könnten Sie mich bitte über die Uhrzeit informieren?,get_time,de
2820105727331311816,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
"Есть ли у вас возможность узнать, который час?",get_time,ru
"Можете ли вы, пожалуйста, предоставить мне сегодняшнюю дату?",get_date,ru
RAjUpoHSpswaB12RKZJlfI9ydTK08ZBJHnywLP3H1Y8mB6xr3xJTo8t6oyYNbmZ0innsPO6rCJWjle8TUdidAuebAW,No Intent,unknown
zl6Uov1ZpMUc0jRiiKlXxSQyDRUsqdcYpshhJGcqvvx7Ut4zdGRQmGaJmFoRltYhO9pDquLVvm,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Wie läuft es bei dir?,greet,de
Salutations!,greet,fr
293023523066379,No Intent,unknown
Wir sehen uns!,goodbye,de
4438226894499850872,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Хотите поделиться сегодняшней датой со мной?,get_date,ru
